Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"FijnGrindGehalteklasse";"urn:bro:bhrgt:FineGravelContentClass";"veel25tot50";"Nee";"Ja";"De fractie 2-5,6 mm maakt tussen 25 en 50 procent van de massa van de grindfractie uit."
"FijnGrindGehalteklasse";"urn:bro:bhrgt:FineGravelContentClass";"zeerVeel50tot75";"Nee";"Ja";"De fractie 2-5,6 mm maakt tussen 50 en 75 procent van de massa van de grindfractie uit."
"FijnGrindGehalteklasse";"urn:bro:bhrgt:FineGravelContentClass";"uiterstVeelMinstens75";"Nee";"Ja";"De fractie 2-5,6 mm maakt minstens 75 procent van de massa van de grindfractie uit."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"basisBasis";"Ja";"Ja";"De fractie &lt; 63µm is niet onderverdeeld; de fractie &gt; 63µm is niet onderverdeeld."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"basisStandaard";"Ja";"Ja";"De fractie &lt; 63µm is niet onderverdeeld; de fractie &gt; 63µm is op de standaardmanier onderverdeeld (in de fracties 63-90µm, 90-125µm, 125-180µm, 180-250µm, 250-355µm, 355-500µm, 500-710µm, 710-1000µm, 1000-1400µm, 1400µm-2mm, 2-4mm, 4-8mm, 8-16mm, 16-31,5mm, 31,5mm-63mm, &gt; 63mm)."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"basisUitgebreid";"Ja";"Ja";"De fractie &lt; 63µm is niet onderverdeeld; de fractie &gt; 63µm is op de uitgebreide manier onderverdeeld en dat betekent dat de standaardverdeling is uitgebreid met 1 tot 6 extra fracties (bij volledige uitbreiding in de fracties 63-75µm, 75-90µm, 90-106µm, 106-125µm, 125-150µm, 150-180µm, 180-212µm, 212-250µm, 250-355µm, 355-500µm, 500-710µm, 710-1000µm, 1000-1400µm, 1400µm-2mm, 2-4mm, 4-5,6mm, 5,6-8mm, 8-11,2mm, 11,2-16mm, 16-31,5mm, 31,5mm-63mm, &gt; 63mm)."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"standaardBasis";"Ja";"Ja";"De fractie &lt; 63µm is op de standaardmanier onderverdeeld (in de fracties 0-2µm, 2-32µm, 32-50µm, 50-63µm); de fractie &gt; 63µm is niet onderverdeeld."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"standaardStandaard";"Ja";"Ja";"De fractie &lt; 63µm is op de standaardmanier onderverdeeld (in de fracties 0-2µm, 2-32µm, 32-50µm, 50-63µm); de fractie &gt; 63µm is op de standaardmanier onderverdeeld (in de fracties 63-90µm, 90-125µm, 125-180µm, 180-250µm, 250-355µm, 355-500µm, 500-710µm, 710-1000µm, 1000-1400µm, 1400µm-2mm, 2-4mm, 4-8mm, 8-16mm, 16-31,5mm, 31,5mm-63mm, &gt; 63mm)."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"standaardUitgebreid";"Ja";"Ja";"De fractie &lt; 63µm is op de standaardmanier onderverdeeld (in de fracties 0-2µm, 2-32µm, 32-50µm, 50-63µm); de fractie &gt; 63µm is op de uitgebreide manier onderverdeeld en dat betekent dat de standaardverdeling is uitgebreid met 1 tot 6 extra fracties (bij volledige uitbreiding in de fracties 63-75µm, 75-90µm, 90-106µm, 106-125µm, 125-150µm, 150-180µm, 180-212µm, 212-250µm, 250-355µm, 355-500µm, 500-710µm, 710-1000µm, 1000-1400µm, 1400µm-2mm, 2-4mm, 4-5,6mm, 5,6-8mm, 8-11,2mm, 11,2-16mm, 16-31,5mm, 31,5mm-63mm, &gt; 63mm)."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"uitgebreidBasis";"Ja";"Ja";"De fractie  &lt; 63µm is op de uitgebreide manier onderverdeeld (in de fracties 0-2µm, 2-4µm, 4-8µm, 8-16µm, 16-32µm, 32-50µm, 50-63µm); de fractie &gt; 63µm is niet onderverdeeld."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"uitgebreidStandaard";"Ja";"Ja";"De fractie &lt; 63µm is op de uitgebreide manier onderverdeeld (in de fracties 0-2µm, 2-4µm, 4-8µm, 8-16µm, 16-32µm, 32-50µm, 50-63µm); de fractie &gt; 63µm is op de standaardmanier onderverdeeld (in de fracties 63-90µm, 90-125µm, 125-180µm, 180-250µm, 250-355µm, 355-500µm, 500-710µm, 710-1000µm, 1000-1400µm, 1400µm-2mm, 2-4mm, 4-8mm, 8-16mm, 16-31,5mm, 31,5mm-63mm, &gt; 63mm)."
"Fractieverdeling";"urn:bro:bhrgt:FractionDistribution";"uitgebreidUitgebreid";"Ja";"Ja";"De fractie &lt; 63µm is op de uitgebreide manier onderverdeeld (in de fracties 0-2µm, 2-4µm, 4-8µm, 8-16µm, 16-32µm, 32-50µm, 50-63µm); de fractie &gt; 63µm is op de uitgebreide manier onderverdeeld en dat betekent dat de standaardverdeling is uitgebreid met 1 tot 6 extra fracties (bij volledige uitbreiding in de fracties 63-75µm, 75-90µm, 90-106µm, 106-125µm, 125-150µm, 150-180µm, 180-212µm, 212-250µm, 250-355µm, 355-500µm, 500-710µm, 710-1000µm, 1000-1400µm, 1400µm-2mm, 2-4mm, 4-5,6mm, 5,6-8mm, 8-11,2mm, 11,2-16mm, 16-31,5mm, 31,5mm-63mm, &gt; 63mm)."
"GebruiktMedium";"urn:bro:bhrgt:UsedMedium";"butanol";"Ja";"Ja";"De vloeistofpyknometer is met butanol gevuld. Butanol is vooral geschikt voor organisch materiaal."
"GebruiktMedium";"urn:bro:bhrgt:UsedMedium";"gedestilleerdWater";"Ja";"Ja";"De vloeistofpyknometer is met gedestilleerd water gevuld. Water is niet geschikt voor organisch materiaal, organische stof gaat drijven op water. "
"GebruiktMedium";"urn:bro:bhrgt:UsedMedium";"helium";"Ja";"Ja";"De gaspyknometer is met helium (99,5%) gevuld. Helium is een licht, niet adsorberend gas waarmee kleine poriën worden bereikt en daarmee een grote nauwkeurigheid in de bepaling van het volume. "
"GebruiktMedium";"urn:bro:bhrgt:UsedMedium";"hexaan";"Ja";"Ja";"De vloeistofpyknometer is met hexaan gevuld. Hexaan is vooral geschikt voor organisch materiaal."
"GebruiktMedium";"urn:bro:bhrgt:UsedMedium";"spiritus";"Ja";"Ja";"De vloeistofpyknometer is met spiritus gevuld. Spiritus is vooral geschikt voor organisch materiaal."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"asWeinigDikkeLaminae";"Ja";"Ja";"Vulkanische as maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"asVeelDikkeLaminae";"Ja";"Ja";"Vulkanische as maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolWeinigDunneLaminae";"Ja";"Ja";"Bruinkool maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolWeinigDikkeLaminae";"Ja";"Ja";"Bruinkool maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolWeinigDunneLaagjes";"Ja";"Ja";"Bruinkool maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolWeinigErgDunneLaagjes";"Ja";"Ja";"Bruinkool maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolVeelDunneLaminae";"Ja";"Ja";"Bruinkool maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolVeelDikkeLaminae";"Ja";"Ja";"Bruinkool maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolVeelErgDunneLaagjes";"Ja";"Ja";"Bruinkool maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"bruinkoolVeelDunneLaagjes";"Ja";"Ja";"Bruinkool maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusWeinigDunneLaminae";"Ja";"Ja";"Detritus maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusWeinigDikkeLaminae";"Ja";"Ja";"Detritus maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusWeinigErgDunneLaagjes";"Ja";"Ja";"Detritus maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusWeinigDunneLaagjes";"Ja";"Ja";"Detritus maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusVeelDunneLaminae";"Ja";"Ja";"Detritus maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusVeelDikkeLaminae";"Ja";"Ja";"Detritus maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusVeelErgDunneLaagjes";"Ja";"Ja";"Detritus maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"detritusVeelDunneLaagjes";"Ja";"Ja";"Detritus maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"grindWeinigErgDunneLaagjes";"Ja";"Ja";"Grind maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"grindWeinigDunneLaagjes";"Ja";"Ja";"Grind maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"grindVeelErgDunneLaagjes";"Ja";"Ja";"Grind maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"grindVeelDunneLaagjes";"Ja";"Ja";"Grind maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaWeinigDunneLaminae";"Ja";"Ja";"Gyttja maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaWeinigDikkeLaminae";"Ja";"Ja";"Gyttja maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaWeinigErgDunneLaagjes";"Ja";"Ja";"Gyttja maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaWeinigDunneLaagjes";"Ja";"Ja";"Gyttja maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaVeelDunneLaminae";"Ja";"Ja";"Gyttja maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaVeelDikkeLaminae";"Ja";"Ja";"Gyttja maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaVeelErgDunneLaagjes";"Ja";"Ja";"Gyttja maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"gyttjaVeelDunneLaagjes";"Ja";"Ja";"Gyttja maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusWeinigDunneLaminae";"Ja";"Ja";"Humus maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusWeinigDikkeLaminae";"Ja";"Ja";"Humus maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusWeinigErgDunneLaagjes";"Ja";"Ja";"Humus maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusWeinigDunneLaagjes";"Ja";"Ja";"Humus maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusVeelDunneLaminae";"Ja";"Ja";"Humus maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusVeelDikkeLaminae";"Ja";"Ja";"Humus maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusVeelErgDunneLaagjes";"Ja";"Ja";"Humus maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"humusVeelDunneLaagjes";"Ja";"Ja";"Humus maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkWeinigDunneLaminae";"Ja";"Ja";"Kalk maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkWeinigDikkeLaminae";"Ja";"Ja";"Kalk maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkWeinigErgDunneLaagjes";"Ja";"Ja";"Kalk maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkWeinigDunneLaagjes";"Ja";"Ja";"Kalk maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkVeelDunneLaminae";"Ja";"Ja";"Kalk maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkVeelDikkeLaminae";"Ja";"Ja";"Kalk maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkVeelErgDunneLaagjes";"Ja";"Ja";"Kalk maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalkVeelDunneLaagjes";"Ja";"Ja";"Kalk maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenWeinigDunneLaagjes";"Ja";"Ja";"Kalksteen maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenWeinigDikkeLaminae";"Ja";"Ja";"Kalksteen maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenWeinigErgDunneLaagjes";"Ja";"Ja";"Kalksteen maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenWeinigDunneLaminae";"Ja";"Ja";"Kalksteen maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenVeelDunneLaminae";"Ja";"Ja";"Kalksteen maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenVeelDikkeLaminae";"Ja";"Ja";"Kalksteen maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenVeelErgDunneLaagjes";"Ja";"Ja";"Kalksteen maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kalksteenVeelDunneLaagjes";"Ja";"Ja";"Kalksteen maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"keitjesWeinigDunneLaagjes";"Ja";"Ja";"Keitjes maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"keitjesVeelDunneLaagjes";"Ja";"Ja";"Keitjes maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiWeinigDunneLaminae";"Ja";"Ja";"Klei maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiWeinigDikkeLaminae";"Ja";"Ja";"Klei maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiWeinigErgDunneLaagjes";"Ja";"Ja";"Klei maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiWeinigDunneLaagjes";"Ja";"Ja";"Klei maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiVeelDunneLaminae";"Ja";"Ja";"Klei maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiVeelDikkeLaminae";"Ja";"Ja";"Klei maakt 25 tot 50% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiVeelErgDunneLaagjes";"Ja";"Ja";"Klei maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleiVeelDunneLaagjes";"Ja";"Ja";"Klei maakt 25 tot 50% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleisteenWeinigDunneLaminae";"Ja";"Ja";"Kleisteen maakt 5 tot 25% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleisteenWeinigDikkeLaminae";"Ja";"Ja";"Kleisteen maakt 5 tot 25% van het volume uit en komt voor in laminae die tussen 6 en 20 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleisteenWeinigErgDunneLaagjes";"Ja";"Ja";"Kleisteen maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 20 en 60 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleisteenWeinigDunneLaagjes";"Ja";"Ja";"Kleisteen maakt 5 tot 25% van het volume uit en komt voor in laagjes die tussen 60 en 200 mm dik zijn."
"GelaagdeInhomogeniteit";"urn:bro:bhrgt:Interbedding";"kleisteenVeelDunneLaminae";"Ja";"Ja";"Kleisteen maakt 25 tot 50% van het volume uit en komt voor in laminae die minder dan 6 mm dik zijn."
